Storage location;Material;Material Description;Batch;Unrestricted;Base Unit of Measure;Material type;Quality Inspection;Transit and Transfer;Restricted-Use Stock;Blocked;Descr. of Storage Loc.
3009;28-22-0575-11;NBS Proximal Spring 42MM;2211220116;1.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0575-11;NBS Proximal Spring 42MM;2510300121;22.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0575-11;NBS Proximal Spring 42MM;2602270007;20.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0575-11;NBS Proximal Spring 42MM;2602270009;20.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0575-12;NBS Proximal Spring 44MM;2603020027;16.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0575-13;NBS Proximal Spring 46MM;2502210048;8.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0575-13;NBS Proximal Spring 46MM;2603030098;30.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0579-01;Crown Spring 22MM;2410170374;10.0;EA;ZROH;0;0;0;0.0;Line Relay
1001;28-22-0579-02;Crown Spring 24MM;2603100271;0.0;EA;ZROH;9;0;0;0.0;RM
3009;28-22-0579-02;Crown Spring 24MM;2308300106;2.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0579-02;Crown Spring 24MM;2308310103;23.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0579-03;Crown Spring 26MM;2503060086;6.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0579-03;Crown Spring 26MM;2508210218;11.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0579-04;Crown Spring 28MM;2602270010;10.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0579-04;Crown Spring 28MM;2603130043;2.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0579-05;Crown Spring 30MM;2603030124;6.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0579-06;Crown Spring 32MM;2510310022;2.0;EA;ZROH;0;0;0;0.0;Line Relay
1001;28-22-0579-07;Crown Spring 34MM;2511100102;0.0;EA;ZROH;9;0;0;0.0;RM
3009;28-22-0579-07;Crown Spring 34MM;2511100102;1.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0579-08;Crown Spring 36MM;2603030137;13.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0579-08;Crown Spring 36MM;2603100288;3.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0579-08;Crown Spring 36MM;2603100296;31.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0579-08;Crown Spring 36MM;2603100304;19.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0579-09;Crown Spring 38MM;2509220293;10.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0579-09;Crown Spring 38MM;2602260212;7.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0579-10;Crown Spring 40MM;2503050068;25.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0579-10;Crown Spring 40MM;2503050070;50.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0579-11;Crown Spring 42MM;2510310008;16.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0579-11;Crown Spring 42MM;2603090074;19.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0579-11;Crown Spring 42MM;2603090075;20.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0579-12;Crown Spring 44MM;2603020028;10.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0579-13;Crown Spring 46MM;2308300263;15.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0579-13;Crown Spring 46MM;2308300266;3.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0579-13;Crown Spring 46MM;2412120002;19.0;EA;ZROH;0;0;0;0.0;Line Relay
3008;28-22-0714;AAA Engagement stent;T00311714;108.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0714;AAA Engagement stent;T00311811;120.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0714;AAA Engagement stent;T00311829;122.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0714;AAA Engagement stent;T00312772;122.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0843-01;20MM 5 Peak Bare stent;T00007708;46.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0843-01;20MM 5 Peak Bare stent;T00023504;2.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0843-01;20MM 5 Peak Bare stent;T00095922;3.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0843-01;20MM 5 Peak Bare stent;T00119660;7.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0843-02;22MM 5 Peak Bare stent;T00242023;70.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0843-03;24MM 5 Peak Bare stent;T00079916;50.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0843-03;24MM 5 Peak Bare stent;T00193772;36.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0843-03;24MM 5 Peak Bare stent;T00232799;55.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0843-03;24MM 5 Peak Bare stent;T00302921;20.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0843-04;26MM 5 Peak Bare stent;T00044516;29.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0843-04;26MM 5 Peak Bare stent;T00119586;6.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0843-05;28MM 5 Peak Bare stent;T00042925;6.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0843-05;28MM 5 Peak Bare stent;T00043877;12.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0843-05;28MM 5 Peak Bare stent;T00044399;2.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0843-05;28MM 5 Peak Bare stent;T00044489;40.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0843-05;28MM 5 Peak Bare stent;T00118426;45.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0843-05;28MM 5 Peak Bare stent;T00118563;12.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0843-05;28MM 5 Peak Bare stent;T00254231;10.0;EA;ZROH;0;0;0;0.0;Line Treo
1001;28-22-0844-01;30MM 6 Peak Bare stent;T00039010;0.0;EA;ZROH;10;0;0;0.0;RM
3008;28-22-0844-01;30MM 6 Peak Bare stent;T00119616;3.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0844-02;33MM 6 Peak Bare stent;T00088278;1.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0844-02;33MM 6 Peak Bare stent;T00211234;2.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0844-02;33MM 6 Peak Bare stent;T00254215;3.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0844-03;36MM 6 Peak Bare stent;T00550090;30.0;EA;ZROH;0;0;0;0.0;Line Treo
1001;28-22-0917;Tube Marker Band;T00734504;8000.0;EA;ZROH;0;0;0;0.0;RM
3008;28-22-0917;Tube Marker Band;T00619469;10.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0917;Tube Marker Band;T00734504;9907.0;EA;ZROH;0;0;0;0.0;Line Treo
3009;28-22-0917;Tube Marker Band;T00619469;1499.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-02;22MM X 140MM Fabric -TAA;T00644246;30.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-02;22MM X 140MM Fabric -TAA;T00703779;2.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-03;24MM X 140MM Fabric -TAA;T00454479;22.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-03;24MM X 140MM Fabric -TAA;T00681749;20.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-04;26MM X 140MM Fabric -TAA;T00424054;14.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-05;28MM X 140MM Fabric -TAA;T00404139;2.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-05;28MM X 140MM Fabric -TAA;T00481453;32.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-06;30MM X 140MM Fabric -TAA;T00481033;28.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-06;30MM X 140MM Fabric -TAA;T00547054;10.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-08;34MM X 140MM Fabric -TAA;T00480981;14.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-09;36MM X 140MM Fabric -TAA;T00566605;15.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-10;38MM X 140MM Fabric -TAA;T00477134;8.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-10;38MM X 140MM Fabric -TAA;T00501558;17.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-11;40MM X 140MM Fabric -TAA;T00359058;8.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-12;42MM X 140MM Fabric -TAA;T00633157;6.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-13;44MM X 140MM Fabric -TAA;T00402837;25.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-13;44MM X 140MM Fabric -TAA;T00481307;1.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-14;46MM X 140MM Fabric -TAA;T00343448;1.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-14;46MM X 140MM Fabric -TAA;T00496079;12.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-17;22MM X 185MM Fabric -TAA;T00604959;11.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-18;24MM X 185MM Fabric -TAA;T00577061;5.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-18;24MM X 185MM Fabric -TAA;T00698784;10.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-19;26MM X 185MM Fabric -TAA;T00300953;25.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-19;26MM X 185MM Fabric -TAA;T00473442;9.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-20;28MM X 185MM Fabric -TAA;T00376526;34.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-20;28MM X 185MM Fabric -TAA;T00404909;4.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-20;28MM X 185MM Fabric -TAA;T00590824;16.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-21;30MM X 185MM Fabric -TAA;T00590907;7.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-21;30MM X 185MM Fabric -TAA;T00699230;30.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-22;32MM X 185MM Fabric -TAA;T00540072;59.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-22;32MM X 185MM Fabric -TAA;T00576962;8.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-22;32MM X 185MM Fabric -TAA;T00627688;60.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-23;34MM X 185MM Fabric -TAA;T00662143;64.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-23;34MM X 185MM Fabric -TAA;T00674022;70.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-24;36MM X 185MM Fabric -TAA;T00512690;5.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-24;36MM X 185MM Fabric -TAA;T00577211;88.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-24;36MM X 185MM Fabric -TAA;T00604837;1.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-24;36MM X 185MM Fabric -TAA;T00703804;40.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-25;38MM X 185MM Fabric -TAA;T00547059;33.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-25;38MM X 185MM Fabric -TAA;T00604822;66.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-25;38MM X 185MM Fabric -TAA;T00632093;20.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-26;40MM X 185MM Fabric -TAA;T00422241;89.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-26;40MM X 185MM Fabric -TAA;T00618504;38.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-27;42MM X 185MM Fabric -TAA;T00321880;13.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-27;42MM X 185MM Fabric -TAA;T00344157;6.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-27;42MM X 185MM Fabric -TAA;T00501573;40.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-28;44MM X 185MM Fabric -TAA;T00476601;19.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-29;46MM X 185MM Fabric -TAA;T00322039;12.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-29;46MM X 185MM Fabric -TAA;T00361150;10.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-29;46MM X 185MM Fabric -TAA;T00645188;10.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-32;22MM X 235MM Fabric -TAA;T00037482;10.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-32;22MM X 235MM Fabric -TAA;T00039581;8.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-33;24MM X 235MM Fabric -TAA;T00572548;17.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-34;26MM X 235MM Fabric -TAA;T00481771;25.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-35;28MM X 235MM Fabric -TAA;T00368188;11.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-35;28MM X 235MM Fabric -TAA;T00376460;19.0;EA;ZROH;0;0;0;0.0;Line Relay
9999;28-22-0922-35;28MM X 235MM Fabric -TAA;T00368188;1.0;EA;ZROH;0;0;0;0.0;ThoraFabricRolls
3009;28-22-0922-36;30MM X 235MM Fabric -TAA;T00481242;11.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-36;30MM X 235MM Fabric -TAA;T00684565;20.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-37;32MM X 235MM Fabric -TAA;T00648989;20.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-38;34MM X 235MM Fabric -TAA;T00508484;19.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-38;34MM X 235MM Fabric -TAA;T00545036;22.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-38;34MM X 235MM Fabric -TAA;T00604894;28.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-38;34MM X 235MM Fabric -TAA;T00699761;50.0;EA;ZROH;0;0;0;0.0;Line Relay
5004;28-22-0922-38;34MM X 235MM Fabric -TAA;T00508484;2.0;EA;ZROH;0;0;0;0.0;QA
3009;28-22-0922-39;36MM X 235MM Fabric -TAA;T00512702;46.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-39;36MM X 235MM Fabric -TAA;T00618715;6.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-39;36MM X 235MM Fabric -TAA;T00674699;40.0;EA;ZROH;0;0;0;0.0;Line Relay
1001;28-22-0922-40;38MM X 235MM Fabric -TAA;T00590901;0.0;EA;ZROH;30;0;0;0.0;RM
3009;28-22-0922-40;38MM X 235MM Fabric -TAA;T00622428;22.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-40;38MM X 235MM Fabric -TAA;T00696148;50.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-41;40MM X 235MM Fabric -TAA;T00604793;28.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-42;42MM X 235MM Fabric -TAA;T00424237;7.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-42;42MM X 235MM Fabric -TAA;T00447345;9.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-42;42MM X 235MM Fabric -TAA;T00502643;8.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-43;44MM X 235MM Fabric -TAA;T00381974;5.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-44;46MM X 235MM Fabric -TAA;T00404122;14.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-44;46MM X 235MM Fabric -TAA;T00425804;14.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-47;22MM X 285MM Fabric -TAA;T00501443;1.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-48;24MM X 285MM Fabric -TAA;T00502660;12.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-49;26MM X 285MM Fabric -TAA;T00497286;16.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-50;28MM X 285MM Fabric -TAA;T00477166;5.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-50;28MM X 285MM Fabric -TAA;T00556476;10.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-51;30MM X 285MM Fabric -TAA;T00447508;5.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-52;32MM X 285MM Fabric -TAA;T00376659;9.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-52;32MM X 285MM Fabric -TAA;T00446992;2.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-53;34MM X 285MM Fabric -TAA;T00314109;13.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-54;36MM X 285MM Fabric -TAA;T00502659;18.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-54;36MM X 285MM Fabric -TAA;T00512493;1.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-54;36MM X 285MM Fabric -TAA;T00604935;50.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-55;38MM X 285MM Fabric -TAA;T00577051;7.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-55;38MM X 285MM Fabric -TAA;T00699543;10.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-56;40MM X 285MM Fabric -TAA;T00572551;6.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-56;40MM X 285MM Fabric -TAA;T00704498;10.0;EA;ZROH;0;0;0;0.0;Line Relay
9999;28-22-0922-56;40MM X 285MM Fabric -TAA;T00572551;1.0;EA;ZROH;0;0;0;0.0;ThoraFabricRolls
3009;28-22-0922-57;42MM X 285MM Fabric -TAA;T00316750;10.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-57;42MM X 285MM Fabric -TAA;T00426147;4.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-58;44MM X 285MM Fabric -TAA;T00285989;3.0;EA;ZROH;0;0;0;0.0;Line Relay
3009;28-22-0922-59;46MM X 285MM Fabric -TAA;T00568459;7.0;EA;ZROH;0;0;0;0.0;Line Relay
3008;28-22-0980;Bifur Leg Top 2Pk stent;T00196142;27.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0980;Bifur Leg Top 2Pk stent;T00285801;31.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0981;Bifur Leg Top 3Pk stent;T00240556;68.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0981;Bifur Leg Top 3Pk stent;T00276722;156.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0981;Bifur Leg Top 3Pk stent;T00304911;64.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0982;20MM Transition Spring;T00041777;16.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0982;20MM Transition Spring;T00074599;33.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0982;20MM Transition Spring;T00162203;7.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0982;20MM Transition Spring;T00201153;10.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0982;20MM Transition Spring;T00201392;77.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0986;28MM Transition Spring;T00284365;73.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0987;30MM Transition Spring;T00036983;15.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0987;30MM Transition Spring;T00311287;35.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0988;33MM Transition Spring;T00032880;5.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0988;33MM Transition Spring;T00224519;8.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0989;36MM Transition Spring;T00574954;62.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0990-01;AAA 20MM Proximal Spring;T00046429;42.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0990-01;AAA 20MM Proximal Spring;T00160757;22.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0990-02;AAA 22MM Proximal Spring;T00034188;6.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0990-02;AAA 22MM Proximal Spring;T00048392;2.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0990-02;AAA 22MM Proximal Spring;T00051703;45.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0990-03;AAA 24MM Proximal Spring;T00198040;31.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0990-03;AAA 24MM Proximal Spring;T00200661;110.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0990-03;AAA 24MM Proximal Spring;T00220078;6.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0990-04;AAA 26MM Proximal Spring;T00046467;36.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0990-04;AAA 26MM Proximal Spring;T00237711;2.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0990-05;AAA 28MM Proximal Spring;T00046762;40.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0990-05;AAA 28MM Proximal Spring;T00288534;9.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0990-05;AAA 28MM Proximal Spring;T00288569;20.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0990-05;AAA 28MM Proximal Spring;T00288651;56.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0991-01;AAA 30MM Proximal Spring;T00288655;54.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0991-02;AAA 33MM Proximal Spring;T00220209;12.0;EA;ZROH;0;0;0;0.0;Line Treo
1001;28-22-0991-03;AAA 36MM Proximal Spring;T00305540;0.0;EA;ZROH;18;0;0;0.0;RM
3008;28-22-0992-01;AAA 20MM Middle Spring;T00047123;80.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0992-02;AAA 22MM Middle Spring;T00047348;48.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0992-02;AAA 22MM Middle Spring;T00047349;63.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0992-02;AAA 22MM Middle Spring;T00201461;20.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0992-03;AAA 24MM Middle Spring;T00020804;4.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0992-03;AAA 24MM Middle Spring;T00021390;50.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0992-03;AAA 24MM Middle Spring;T00047096;65.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0992-03;AAA 24MM Middle Spring;T00076666;76.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0992-03;AAA 24MM Middle Spring;T00211113;61.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0992-03;AAA 24MM Middle Spring;T00220169;33.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0992-04;AAA 26MM Middle Spring;T00030173;26.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0992-04;AAA 26MM Middle Spring;T00030227;40.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0992-04;AAA 26MM Middle Spring;T00280474;33.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0992-05;AAA 28MM Middle Spring;T00021277;70.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0992-05;AAA 28MM Middle Spring;T00021279;4.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0992-05;AAA 28MM Middle Spring;T00196606;82.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0992-05;AAA 28MM Middle Spring;T00214650;6.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0993-01;AAA 30MM Middle Spring;T00117872;17.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0993-01;AAA 30MM Middle Spring;T00200609;16.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0993-02;AAA 33MM Middle Spring;T00223540;14.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0993-03;AAA 36MM Middle Spring;T00577269;85.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0993-03;AAA 36MM Middle Spring;T00577271;195.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0994-01;AAA 8MM Leg stent;T00048269;29.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0994-01;AAA 8MM Leg stent;T00048973;209.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0994-01;AAA 8MM Leg stent;T00051700;48.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0994-01;AAA 8MM Leg stent;T00202618;9.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0994-02;AAA 10MM Leg stent;T00573886;92.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0994-02;AAA 10MM Leg stent;T00574525;64.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0994-02;AAA 10MM Leg stent;T00574734;42.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0994-02;AAA 10MM Leg stent;T00575111;137.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0994-02;AAA 10MM Leg stent;T00576482;64.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0994-03;AAA 12MM Leg stent;T00434184;73.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0994-03;AAA 12MM Leg stent;T00446106;227.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0994-03;AAA 12MM Leg stent;T00449179;93.0;EA;ZROH;0;0;0;0.0;Line Treo
3008;28-22-0994-03;AAA 12MM Leg stent;T00460127;224.0;EA;ZROH;0;0;0;0.0;Line Treo
