Storage location;Material;Material Description;Batch;Unrestricted;Base Unit of Measure;Material type;Quality Inspection;Transit and Transfer;Restricted-Use Stock;Blocked;Descr. of Storage Loc.
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260317TD;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260318TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260318TB;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260318TC;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260319TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260319TB;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260319TC;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260320TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260320TB;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260323TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260323TB;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260323TC;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260323TD;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260324TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260324TB;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260324TC;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260324TD;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260324TE;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260325TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260325TB;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260325TC;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260325TD;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260325TE;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260326TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260326TB;0.0;EA;ZFRT;0;0;1;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260327TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260327TB;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260327TC;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260327TD;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260328TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260328TB;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260330TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260330TB;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260330TC;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260330TD;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260406TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260406TB;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260407TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260407TB;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260407TC;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260407TD;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260407TE;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260408TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260408TB;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260408TC;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260408TD;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260409TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260409TB;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260409TC;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260409TD;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260409TE;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260409TF;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260409TG;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260410TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260410TB;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260410TC;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260410TD;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260410TE;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260410TF;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260410TG;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260411TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260411TB;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260411TC;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260411TD;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260411TE;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260413TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260413TB;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260413TC;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260413TD;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260413TE;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260413TF;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260413TG;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260414TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260414TB;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260414TC;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260414TD;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260415TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260415TB;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260415TC;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260415TD;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260416TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260416TB;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260416TC;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260416TD;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260417TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260417TB;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260417TC;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260417TD;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260420TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260420TB;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260421TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260422TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260423TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260424TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260424TB;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260504TA;19.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260504TB;19.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260504TC;19.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260504TD;19.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260504TE;19.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260505TA;19.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260505TB;19.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260505TC;19.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260505TD;19.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260506TA;19.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260506TB;19.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260507TA;19.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260507TB;19.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260507TC;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260507TD;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260507TE;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260508TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260508TB;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260508TC;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260509TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260509TB;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260511TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260511TB;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260511TC;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260511TD;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260511TE;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260511VA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260512TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260512TB;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260512TC;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260513TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260513TB;19.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260513TC;19.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260513TD;19.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260513TE;19.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260514TA;19.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260514TB;19.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260514TC;19.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260514TD;19.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60G16SQZ;RF IK  6Fr16cm PL Straight 0.025"GW;260515TA;19.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSA60K10AQ;RF IK  6Fr 10cm PL Angled 0.035"GW;260120VA;120.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSA60K10AQ;RF IK  6Fr 10cm PL Angled 0.035"GW;260420TA;0.0;EA;ZFRT;40;0;0;0.0;FG
2001;4RSA60K10AQ;RF IK  6Fr 10cm PL Angled 0.035"GW;260422VA;0.0;EA;ZFRT;1540;0;0;0.0;FG
5005;4RSA60K10AQ;RF IK  6Fr 10cm PL Angled 0.035"GW;260318TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60K10AQ;RF IK  6Fr 10cm PL Angled 0.035"GW;260420TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60K10AQ;RF IK  6Fr 10cm PL Angled 0.035"GW;260422VA;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSA60K10AQX;RF IK  6Fr 10cm PL Angled 0.035"GW;260228A;220.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSA60K10AQX;RF IK  6Fr 10cm PL Angled 0.035"GW;260421A;0.0;EA;ZFRT;620;0;0;0.0;FG
5005;4RSA60K10AQX;RF IK  6Fr 10cm PL Angled 0.035"GW;260421A;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSA60K10SQ;RF IK  6Fr 10cm PL Straight0.035"GW;260124VA;7720.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSA60K10SQ;RF IK  6Fr 10cm PL Straight0.035"GW;260211TA;5680.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSA60K10SQ;RF IK  6Fr 10cm PL Straight0.035"GW;260302TA;13100.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSA60K10SQ;RF IK  6Fr 10cm PL Straight0.035"GW;260318TA;13080.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSA60K10SQ;RF IK  6Fr 10cm PL Straight0.035"GW;260319TA;13100.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSA60K10SQ;RF IK  6Fr 10cm PL Straight0.035"GW;260327TA;13080.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSA60K10SQ;RF IK  6Fr 10cm PL Straight0.035"GW;260328TA;13100.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSA60K10SQ;RF IK  6Fr 10cm PL Straight0.035"GW;260330TA;13100.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSA60K10SQ;RF IK  6Fr 10cm PL Straight0.035"GW;260418TA;0.0;EA;ZFRT;13100;0;0;0.0;FG
2001;4RSA60K10SQ;RF IK  6Fr 10cm PL Straight0.035"GW;260421TA;0.0;EA;ZFRT;13100;0;0;0.0;FG
2001;4RSA60K10SQ;RF IK  6Fr 10cm PL Straight0.035"GW;260504VA;0.0;EA;ZFRT;13100;0;0;0.0;FG
2001;4RSA60K10SQ;RF IK  6Fr 10cm PL Straight0.035"GW;260505TA;0.0;EA;ZFRT;13100;0;0;0.0;FG
2001;4RSA60K10SQ;RF IK  6Fr 10cm PL Straight0.035"GW;260508TA;0.0;EA;ZFRT;13100;0;0;0.0;FG
2001;4RSA60K10SQ;RF IK  6Fr 10cm PL Straight0.035"GW;260512TA;0.0;EA;ZFRT;13100;0;0;0.0;FG
5005;4RSA60K10SQ;RF IK  6Fr 10cm PL Straight0.035"GW;260318TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60K10SQ;RF IK  6Fr 10cm PL Straight0.035"GW;260319TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60K10SQ;RF IK  6Fr 10cm PL Straight0.035"GW;260327TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60K10SQ;RF IK  6Fr 10cm PL Straight0.035"GW;260328TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60K10SQ;RF IK  6Fr 10cm PL Straight0.035"GW;260330TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60K10SQ;RF IK  6Fr 10cm PL Straight0.035"GW;260418TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60K10SQ;RF IK  6Fr 10cm PL Straight0.035"GW;260421TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60K10SQ;RF IK  6Fr 10cm PL Straight0.035"GW;260504VA;19.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60K10SQ;RF IK  6Fr 10cm PL Straight0.035"GW;260505TA;19.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60K10SQ;RF IK  6Fr 10cm PL Straight0.035"GW;260508TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA60K10SQ;RF IK  6Fr 10cm PL Straight0.035"GW;260512TA;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSA60K10SQX;RF IK  6Fr 10cm PL Straight0.035"GW;260213A;5940.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSA60K10SQX;RF IK  6Fr 10cm PL Straight0.035"GW;260325A;6100.0;EA;ZFRT;0;0;0;0.0;FG
5005;4RSA60K10SQX;RF IK  6Fr 10cm PL Straight0.035"GW;260325A;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSA60K25AQ;RF IK  6Fr 25cm PL Angled 0.035"GW;260226VA;460.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSA60N25AQ;RF IK  6Fr 25cm PL Angled 0.038"GW;251024TA;500.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSA60N25AQ;RF IK  6Fr 25cm PL Angled 0.038"GW;260226TA;1100.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSA70K10AQ;RF IK  7Fr 10cm PL Angled 0.035"GW;260421VA;0.0;EA;ZFRT;120;0;0;0.0;FG
5005;4RSA70K10AQ;RF IK  7Fr 10cm PL Angled 0.035"GW;260318VA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA70K10AQ;RF IK  7Fr 10cm PL Angled 0.035"GW;260421VA;1.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSA70K10SQ;RF IK  7Fr10cm PL Straight 0.035"GW;260203TA;4400.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSA70K10SQ;RF IK  7Fr10cm PL Straight 0.035"GW;260206VA;8640.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSA70K10SQ;RF IK  7Fr10cm PL Straight 0.035"GW;260210TA;13100.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSA70K10SQ;RF IK  7Fr10cm PL Straight 0.035"GW;260312TA;13100.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSA70K10SQ;RF IK  7Fr10cm PL Straight 0.035"GW;260326TA;13100.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSA70K10SQ;RF IK  7Fr10cm PL Straight 0.035"GW;260505VA;0.0;EA;ZFRT;13100;0;0;0.0;FG
5005;4RSA70K10SQ;RF IK  7Fr10cm PL Straight 0.035"GW;260312TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA70K10SQ;RF IK  7Fr10cm PL Straight 0.035"GW;260326TA;1.0;EA;ZFRT;0;0;0;0.0;QC
5005;4RSA70K10SQ;RF IK  7Fr10cm PL Straight 0.035"GW;260505VA;19.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSA70K10SQX;RF IK  7Fr10cm PL Straight 0.035"GW;260204A;3500.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSA70N25AQ;RF IK  7Fr 25cm PL Angled 0.038"GW;260226TA;740.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSA70N25AQ;RF IK  7Fr 25cm PL Angled 0.038"GW;260423TA;0.0;EA;ZFRT;60;0;0;0.0;FG
5005;4RSA70N25AQ;RF IK  7Fr 25cm PL Angled 0.038"GW;260423TA;13.0;EA;ZFRT;0;0;0;0.0;QC
2001;4RSA80K10SQ;RF IK  8Fr10cm PL Straight 0.035"GW;260225VA;6260.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSA80K10SQ;RF IK  8Fr10cm PL Straight 0.035"GW;260325TA;3440.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSA80K10SQ;RF IK  8Fr10cm PL Straight 0.035"GW;260407TA;13100.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSA80K10SQ;RF IK  8Fr10cm PL Straight 0.035"GW;260408TA;13100.0;EA;ZFRT;0;0;0;0.0;FG
2001;4RSA80K10SQ;RF IK  8Fr10cm PL Straight 0.035"GW;260418VA;0.0;EA;ZFRT;5000;0;0;0.0;FG
